date,game_id,home_team_fl,team,PTS,ORebs,DRebs,AST,TO,STL,BLK,Fouls,fg_pct,three_pt_pct,ft_pct,efg,pace
11/10/2017,4440896,0,LIU Brooklyn,96,8,8,11,11,6,5,22,50,34.599999999999994,84.6,55.900000000000006,84.72
11/10/2017,4440896,1, Tulane,102,14,14,21,14,4,6,18,51.4,37.5,80.80000000000001,57.9,81.44
11/15/2017,4444964,0,New Rochelle,68,14,14,8,14,8,0,19,33.300000000000004,21.4,65.2,35.3,85.12
11/15/2017,4444964,1,LIU Brooklyn,104,17,17,22,15,7,7,20,49.4,27.500000000000004,68.2,56.3,86.68
11/17/2017,4446465,0,Miami (OH),74,16,16,18,14,11,5,20,36.5,39.4,63.6,45.300000000000004,76.84
11/17/2017,4446465,1,LIU Brooklyn,78,8,8,15,19,10,2,16,50.9,36.8,65,56.99999999999999,76.8
11/22/2017,4450306,0,LIU Brooklyn,66,8,8,12,19,3,1,20,40.6,21.4,66.7,45.300000000000004,80.28
11/22/2017,4450306,1, UMass Lowell,74,9,9,14,11,8,3,17,40.6,21.4,75,42.8,79.8
11/28/2017,4453382,0,LIU Brooklyn,69,10,10,8,17,6,0,19,37.7,31.8,88,44.3,71
11/28/2017,4453382,1, NJIT,73,6,6,15,10,8,4,21,50,29.4,50,54.300000000000004,70.8
12/04/2017,4457434,0,Stony Brook,71,15,15,11,18,10,5,20,42.4,35.3,52.900000000000006,47,76.48
12/04/2017,4457434,1,LIU Brooklyn,75,11,11,9,18,9,5,18,46.7,35.3,65,51.7,75.8
12/17/2017,4463009,0,Saint Peter's,71,19,19,12,10,8,2,20,40.300000000000004,27.3,70,42.5,66.8
12/17/2017,4463009,1,LIU Brooklyn,56,17,17,9,13,5,5,21,31,17.2,53.6,35.3,66.32
12/31/2017,4467178,0,Mt. St. Mary's,57,6,6,8,13,5,5,16,38.800000000000004,29.2,60,45.9,64.8
12/31/2017,4467178,1,LIU Brooklyn,71,4,4,16,14,4,3,24,55.60000000000001,52.400000000000006,58.8,67.80000000000001,62.480000000000004
01/04/2018,4469011,0,LIU Brooklyn,68,16,16,13,13,4,3,17,36.4,31.4,60,44.7,69.6
01/04/2018,4469011,1, Saint Francis (PA),85,6,6,18,11,8,2,15,51.7,33.300000000000004,87.5,59.199999999999996,72.04
01/06/2018,4470440,0,LIU Brooklyn,79,11,11,14,19,7,2,16,50.9,35,82.39999999999999,56.99999999999999,72.48
01/06/2018,4470440,1, Robert Morris,88,13,13,12,14,12,4,17,48.5,39.1,83.3,55.300000000000004,74.92
01/13/2018,4474365,0,Wagner,67,16,16,11,12,6,2,22,38.5,30.4,50,43.8,69.8
01/13/2018,4474365,1,LIU Brooklyn,69,8,8,11,17,2,3,22,47.9,44.4,57.699999999999996,56.2,68.44
01/25/2018,4481003,0,LIU Brooklyn,80,14,14,10,11,6,1,20,41.4,39.1,82.1,49.1,67.32
01/25/2018,4481003,1, Mt. St. Mary's,86,6,6,17,11,4,2,21,53.800000000000004,61.9,73.9,66.3,67.12
02/01/2018,4485055,0,LIU Brooklyn,69,8,8,13,11,9,1,19,40.300000000000004,23.1,76.5,45.2,72.48
02/01/2018,4485055,1, Sacred Heart,60,11,11,7,18,3,3,18,42.9,26.700000000000003,50,46.400000000000006,70.03999999999999
02/08/2018,4489564,0,Saint Francis (PA),67,10,10,8,6,10,6,16,37.3,23.799999999999997,52.2,41,73.12
02/08/2018,4489564,1,LIU Brooklyn,83,10,10,14,16,3,5,18,51.6,35.3,84.6,56.2,75.72
02/10/2018,4491713,0,Robert Morris,96,9,9,12,13,7,0,30,59.599999999999994,66.7,68.60000000000001,69.19999999999999,71.4
02/10/2018,4491713,1,LIU Brooklyn,82,15,15,12,16,8,2,25,47.3,32,64.7,54.50000000000001,70.96000000000001
02/15/2018,4495607,0,LIU Brooklyn,79,10,10,12,13,6,7,15,50.8,26.3,66.7,54.900000000000006,71.92
02/15/2018,4495607,1, St. Francis Brooklyn,84,8,8,13,11,9,2,17,48.4,44.800000000000004,78.60000000000001,58.9,71.16
02/17/2018,4497790,0,LIU Brooklyn,74,17,17,8,16,3,2,20,42.6,36.8,70,49.1,66.2
02/17/2018,4497790,1, Wagner,78,14,14,12,9,3,5,23,45.9,30.4,68.2,51.6,65.68
02/22/2018,4502983,0,St. Francis Brooklyn,76,28,28,9,8,10,2,26,34.9,13.3,70.6,37.2,73.48
02/22/2018,4502983,1,LIU Brooklyn,81,11,11,10,20,5,7,16,53.2,53.800000000000004,68.60000000000001,60.6,71.4
02/24/2018,4504624,0,Sacred Heart,77,17,17,14,12,3,4,21,40.8,27.3,81.2,45.1,73.04
02/24/2018,4504624,1,LIU Brooklyn,88,6,6,14,7,6,1,16,50.8,36.4,81.8,57.4,71.68
02/28/2018,4509732,0,St. Francis Brooklyn,50,11,11,6,10,3,2,19,27.6,19,73.7,31,65.36
02/28/2018,4509732,1,LIU Brooklyn,73,14,14,13,12,5,7,19,43.9,40,71.39999999999999,50.9,64.24
03/06/2018,4516987,0,LIU Brooklyn,71,6,6,7,16,6,3,21,53.2,35.699999999999996,66.7,58.5,67.56
03/06/2018,4516987,1, Wagner,61,22,22,12,11,8,1,24,30,18.2,76.5,34.300000000000004,66.48
03/13/2018,4526484,0,Radford,61,6,6,13,15,3,0,19,38,26.900000000000002,69.6,45,69.12
03/13/2018,4526484,1,LIU Brooklyn,71,8,8,17,15,6,2,23,47.5,35.3,69.19999999999999,52.5,71.72
11/10/2017,4443689,0,Long Beach St.,83,8,8,6,15,9,7,26,44.800000000000004,26.700000000000003,84.39999999999999,48.3,79.08
11/10/2017,4443689,1, San Francisco,71,12,12,10,19,6,4,27,37.3,34.8,73.1,44.1,77.44
11/14/2017,4444209,0,San Fran. St.,70,9,9,17,14,14,0,14,39.5,20.7,80,43.4,83.2
11/14/2017,4444209,1,Long Beach St.,95,12,12,27,22,7,4,11,54.400000000000006,38.7,69.19999999999999,63.2,83.72
11/18/2017,4447727,0,Long Beach St.,81,12,12,13,18,7,0,26,44.1,45,75,50.7,81.04
11/18/2017,4447727,1, Oregon St.,89,6,6,18,18,10,3,18,55.400000000000006,26.3,75.9,59.8,80.76
11/20/2017,4449005,0,Long Beach St.,62,10,10,13,21,6,6,17,37.5,39.1,61.1,45.5,74.92
11/20/2017,4449005,1, West Virginia,91,18,18,18,11,11,8,16,43.7,42.9,65.4,52.1,75.44
11/23/2017,4450647,0,Missouri,95,10,10,22,12,8,5,20,51.6,41.699999999999996,84,59.699999999999996,75
11/23/2017,4450647,1,Long Beach St.,58,9,9,11,19,4,5,24,35.199999999999996,23.5,72.7,38.9,73.68
11/24/2017,4450739,0,Oregon St.,74,13,13,16,13,10,4,21,43.6,33.300000000000004,66.7,49.1,68.2
11/24/2017,4450739,1,Long Beach St.,69,17,17,12,16,4,6,26,40.6,12.5,70,43,71.8
11/26/2017,4452333,0,Nebraska,80,21,21,19,21,6,6,18,50.7,36.4,57.099999999999994,53.7,73.16
11/26/2017,4452333,1,Long Beach St.,85,14,14,21,13,15,7,18,47.8,43.8,77.8,53,73.92
12/03/2017,4456907,0,Stanford,68,13,13,12,17,5,1,15,49.1,31.6,60,54.400000000000006,65.4
12/03/2017,4456907,1,Long Beach St.,76,7,7,16,10,8,6,12,50.9,45.5,62.5,60,65.03999999999999
12/06/2017,4458518,0,Long Beach St.,89,5,5,13,9,4,0,21,50.8,40,77.8,57.599999999999994,74.88
12/06/2017,4458518,1, Southern Utah,94,10,10,15,11,4,3,21,52.300000000000004,40,78.3,58.5,76.12
12/09/2017,4460410,0,Long Beach St.,78,11,11,21,12,10,6,16,48.3,36.4,70.6,55.00000000000001,68.48
12/09/2017,4460410,1, Pepperdine,71,16,16,18,16,4,2,19,45.300000000000004,26.1,58.3,50,69.28
12/21/2017,4464918,0,Long Beach St.,60,12,12,15,17,4,1,16,40.699999999999996,28.599999999999998,72.7,44.1,68.84
12/21/2017,4464918,1, Michigan St.,102,12,12,28,12,9,10,15,60.9,44.800000000000004,84.6,71.1,69.72
12/30/2017,4467009,0,Tex. A&M Int'l,59,12,12,13,13,5,1,23,36.8,30.3,77.8,45.6,61.96
12/30/2017,4467009,1,Long Beach St.,77,14,14,13,11,3,8,15,51.9,25,71.39999999999999,54.800000000000004,61.31999999999999
01/06/2018,4470787,0,Long Beach St.,73,9,9,7,13,8,2,14,44.1,38.5,72.7,48.3,72.68
01/06/2018,4470787,1, UC Irvine,86,15,15,21,16,6,3,21,48.6,56.00000000000001,66.7,58.599999999999994,73.64
01/13/2018,4474724,0,Long Beach St.,75,23,23,12,24,8,6,24,39.7,33.300000000000004,72.7,44,73.52
01/13/2018,4474724,1, UC Riverside,68,12,12,12,12,13,5,24,34.4,37.5,80,39.300000000000004,72
01/17/2018,4476576,0,Long Beach St.,75,17,17,12,19,3,7,21,45,36.4,60.699999999999996,48.3,74.32
01/17/2018,4476576,1, UC Davis,84,6,6,18,12,6,6,22,53.300000000000004,58.8,71.39999999999999,61.7,72.16
01/31/2018,4484512,0,UC Irvine,75,12,12,11,12,4,4,21,47.5,22.2,85,49.2,67.8
01/31/2018,4484512,1,Long Beach St.,68,7,7,11,9,7,6,19,43.6,40,53.800000000000004,49.1,68.44
02/03/2018,4486693,0,UC Davis,105,9,9,14,11,7,3,32,53.6,35.3,71.39999999999999,57.99999999999999,86.4
02/03/2018,4486693,1,Long Beach St.,104,17,17,15,14,6,4,26,44.9,42.1,70.8,50.7,87.12
02/15/2018,4495989,0,UC Santa Barbara,80,6,6,11,7,11,1,18,49.2,30.8,69.6,52.5,72.12
02/15/2018,4495989,1,Long Beach St.,70,8,8,8,16,2,7,18,42.9,19,81.8,46.400000000000006,73.68
03/01/2018,4510606,0,Long Beach St.,70,10,10,11,15,6,1,14,55.60000000000001,38.5,50,60.199999999999996,63.4
03/01/2018,4510606,1, UC Santa Barbara,69,10,10,20,13,5,0,15,44.6,44,72.7,54.50000000000001,63.84
03/03/2018,4513492,0,UC Riverside,59,4,4,9,18,3,1,14,41.8,31.6,70,47.3,73.4
03/03/2018,4513492,1,Long Beach St.,77,12,12,8,13,10,1,17,46.800000000000004,42.1,68.8,53.2,70.04
11/11/2017,4443413,0,SFA,74,16,16,9,21,13,4,22,44.6,33.300000000000004,72,50,72
11/11/2017,4443413,1,Longwood,61,10,10,12,22,11,8,21,39.300000000000004,22.2,72.2,42.9,75.92
11/18/2017,4446904,0,Saint Francis (PA),83,13,13,14,10,11,2,17,42.3,34.599999999999994,82.39999999999999,48.6,75.48
11/18/2017,4446904,1,Longwood,56,8,8,10,20,3,6,16,35.199999999999996,25,76.5,39.800000000000004,73.48
11/21/2017,4449921,0,Longwood,40,3,3,4,26,7,2,16,30,28.599999999999998,54.50000000000001,35,72.68
11/21/2017,4449921,1, UNC Greensboro,71,15,15,15,19,12,6,18,41.3,31.4,57.099999999999994,50,73.16
11/26/2017,4494534,0,N.C. Wesleyan,78,18,18,10,18,5,0,10,43.3,34.8,66.7,50,71.88
11/26/2017,4494534,1,Longwood,107,4,4,20,8,10,6,17,67.2,48.1,100,77.3,71.52
11/29/2017,4454173,0,Bluefield St.,59,18,18,9,23,10,1,16,29.9,15.2,73.7,33.6,80.36
11/29/2017,4454173,1,Longwood,84,13,13,10,18,13,2,19,44.800000000000004,42.9,70.6,53.7,79.48
12/02/2017,4455859,0,Fayetteville St.,52,16,16,6,12,6,1,14,30.9,13,87.5,33.1,67.52
12/02/2017,4455859,1,Longwood,61,11,11,13,13,5,3,12,38.3,35,72.7,44.2,66.84
12/09/2017,4459836,0,Longwood,70,4,4,8,13,2,0,20,45.1,40,75,51,70.56
12/09/2017,4459836,1, VMI,81,5,5,16,5,8,1,18,43.1,33.300000000000004,77.8,51.7,69.88
01/03/2018,4468415,0,Presbyterian,78,10,10,15,13,9,2,18,44.6,34.599999999999994,59.4,52.7,73.08
01/03/2018,4468415,1,Longwood,65,12,12,14,18,5,2,27,43.1,23.799999999999997,45.5,47.4,73.68
01/09/2018,4471974,0,Longwood,80,1,1,17,17,6,0,18,53.1,38.1,71.39999999999999,61.199999999999996,77.32
01/09/2018,4471974,1, UNC Asheville,90,9,9,19,18,8,2,28,55.7,33.300000000000004,82.39999999999999,62.3,77.48
01/18/2018,4477200,0,Longwood,63,6,6,9,17,7,6,23,47.9,35.3,64.7,54.2,66.48
01/18/2018,4477200,1, Radford,70,17,17,12,14,6,2,15,41.8,28.599999999999998,81.8,47.3,61.68000000000001
01/24/2018,4480192,0,Winthrop,95,8,8,17,12,10,3,12,58.3,44,73.7,67.5,72.36
01/24/2018,4480192,1,Longwood,78,4,4,14,18,6,1,15,49,48.3,87.5,62.7,72.03999999999999
02/01/2018,4484769,0,Longwood,62,12,12,9,13,8,3,12,40,38.1,73.7,48,59.36
02/01/2018,4484769,1, Presbyterian,67,8,8,9,10,5,0,14,45.1,46.7,93.30000000000001,52,59.6
02/07/2018,4489205,0,UNC Asheville,78,8,8,15,18,9,3,17,51.1,45,77.8,60.6,68.88
02/07/2018,4489205,1,Longwood,73,10,10,10,16,7,5,18,45.6,28.599999999999998,75,50.9,71.8
02/18/2018,4554640,0,Longwood,64,5,5,9,16,5,3,20,42.3,27.3,82.39999999999999,48.1,70.48
02/18/2018,4554640,1, Winthrop,79,10,10,13,11,7,4,14,41.9,36.7,80,50.8,71.8
02/24/2018,4504866,0,Radford,70,11,11,15,8,4,3,17,41.699999999999996,40,71.39999999999999,50,63.16
02/24/2018,4504866,1,Longwood,47,6,6,7,9,4,6,14,30.8,11.1,76.5,32.7,62.480000000000004
03/01/2018,4510277,0,Radford,53,6,6,7,14,5,0,17,43.8,33.300000000000004,100,50,58.2
03/01/2018,4510277,1,Longwood,59,9,9,6,7,7,2,10,35.4,37.5,70.39999999999999,41.699999999999996,57.88
11/10/2017,4440980,0,Louisiana,76,17,17,14,13,6,2,23,36.6,34.8,69.6,42.3,77.12
11/10/2017,4440980,1, Ole Miss,94,16,16,17,14,6,7,19,50.8,33.300000000000004,67.7,56.2,76.64
11/14/2017,4444138,0,Louisiana Col.,58,4,4,5,30,8,2,18,37.8,10,63.9,38.9,86.84
11/14/2017,4444138,1,Louisiana,113,12,12,20,19,15,6,27,60.9,50,84.2,70.3,84.36
11/17/2017,4445808,0,Savannah St.,82,12,12,6,17,8,2,17,41.3,35.3,60,46,85.6
11/17/2017,4445808,1,Louisiana,115,20,20,30,20,10,7,26,53.800000000000004,45.7,53.6,64.1,90.32
11/21/2017,4449494,0,Wyoming,61,17,17,13,13,10,2,25,33.300000000000004,14.799999999999999,68.4,36.4,70.36
11/21/2017,4449494,1,Louisiana,70,7,7,11,18,6,3,17,42.199999999999996,33.300000000000004,83.3,50,69.2
11/22/2017,4450549,0,Richmond,82,9,9,16,20,13,5,13,50.9,26.700000000000003,77.4,54.7,77.64
11/22/2017,4450549,1,Louisiana,76,11,11,19,21,11,2,23,50,35.699999999999996,75,54,77.28
11/28/2017,4453546,0,McNeese,78,14,14,4,16,4,2,13,46.2,22.2,73.7,49.2,75.36
11/28/2017,4453546,1,Louisiana,89,9,9,19,9,7,4,18,48.5,42.3,75,56.599999999999994,75.04
12/01/2017,4455345,0,Louisiana,105,15,15,21,20,4,6,24,53.300000000000004,27.800000000000004,66.7,57.49999999999999,88.76
12/01/2017,4455345,1, Nicholls St.,80,16,16,11,10,14,1,33,33.800000000000004,24.099999999999998,62.2,38.5,84.28
12/06/2017,4458519,0,Loyola (LA),56,3,3,8,20,4,5,20,39.2,54.50000000000001,76.9,45.1,73.72
12/06/2017,4458519,1,Louisiana,98,14,14,18,13,9,3,17,51.4,50,78.60000000000001,60.4,77.16
12/12/2017,4461492,0,Louisiana,75,13,13,18,14,12,4,20,50,32,64.3,56.89999999999999,65.16
12/12/2017,4461492,1, Louisiana Tech,71,10,10,13,18,6,3,15,50,53.800000000000004,77.8,56.99999999999999,65.92
12/16/2017,4462888,0,New Orleans,65,9,9,13,15,3,1,20,48.1,36.4,64.7,51.9,65.48
12/16/2017,4462888,1,Louisiana,87,11,11,21,10,6,4,16,54.7,52.900000000000006,80,63.2,63
12/19/2017,4464309,0,Southeastern La.,74,6,6,10,9,9,2,16,51.9,26.700000000000003,70,55.60000000000001,65.8
12/19/2017,4464309,1,Louisiana,82,17,17,14,12,5,3,17,44.4,29.599999999999998,75,50.8,68.56
01/18/2018,4477026,0,Louisiana,77,11,11,17,20,6,2,19,46.300000000000004,30.8,76,53.7,74
01/18/2018,4477026,1, UT Arlington,65,8,8,11,13,11,5,18,36.7,27.6,61.9,43.3,74.24
01/20/2018,4478414,0,Louisiana,80,9,9,19,14,7,8,23,49.2,52,75,60.199999999999996,69.28
01/20/2018,4478414,1, Texas St.,55,16,16,11,16,5,2,13,32.2,23.1,56.00000000000001,34.699999999999996,70
01/25/2018,4480965,0,South Alabama,57,7,7,5,17,7,1,17,37.5,15.4,81.2,39.300000000000004,73.03999999999999
01/25/2018,4480965,1,Louisiana,76,11,11,13,20,11,6,20,48.1,50,66.7,59.599999999999994,70.24000000000001
01/27/2018,4482057,0,Troy,69,7,7,10,20,7,3,24,49.1,30.4,90.9,55.7,70.84
01/27/2018,4482057,1,Louisiana,81,12,12,15,14,9,3,12,41.8,34.599999999999994,83.89999999999999,50,70.64
02/15/2018,4495714,0,Texas St.,63,12,12,10,11,1,5,16,40.400000000000006,33.300000000000004,66.7,46.5,62.6
02/15/2018,4495714,1,Louisiana,73,10,10,15,9,6,5,15,45.6,21.4,94.69999999999999,48.199999999999996,64.36
02/17/2018,4498394,0,UT Arlington,79,14,14,10,13,2,3,17,38.1,36.8,72.7,43.7,76.52
02/17/2018,4498394,1,Louisiana,100,13,13,15,12,5,7,26,50,41.199999999999996,95.19999999999999,60.6,74.24
02/22/2018,4502953,0,Louisiana,81,11,11,14,13,7,2,15,46.800000000000004,36.8,76.2,52.400000000000006,73.24
02/22/2018,4502953,1, Troy,76,6,6,13,10,2,4,20,42.199999999999996,46.400000000000006,52.900000000000006,52.300000000000004,75.48
02/24/2018,4505758,0,Louisiana,88,20,20,13,11,7,6,16,40,24,85.7,44.6,71.4
02/24/2018,4505758,1, South Alabama,71,10,10,14,18,4,2,26,43.1,41.4,69.19999999999999,53.400000000000006,71.72
03/09/2018,4519887,0,Texas St.,54,7,7,12,14,8,2,12,38.5,21.4,61.1,41.3,66.92
03/09/2018,4519887,1,Louisiana,80,7,7,23,13,7,2,15,52.5,51.9,66.7,64.4,67.64
03/10/2018,4521565,0,UT Arlington,71,13,13,14,14,2,1,17,45.5,38.1,81.2,52.7,63.04
03/10/2018,4521565,1,Louisiana,68,13,13,15,7,9,2,17,41,23.1,63.2,45.9,63.36
03/14/2018,4526440,0,Louisiana,76,21,21,9,16,6,4,28,36.5,25,78.9,41.199999999999996,77.36
03/14/2018,4526440,1, LSU,84,9,9,12,16,8,8,20,52.7,22.2,73.3,56.39999999999999,75.2
11/10/2017,4442196,0,Texas-Tyler,71,12,12,20,20,4,0,21,38.800000000000004,45,71.39999999999999,45.5,81.16
11/10/2017,4442196,1,Louisiana Tech,112,6,6,18,9,15,5,17,64.5,48.1,65.5,75,77.76
11/13/2017,4443579,0,Southeast Mo. St.,95,13,13,20,9,6,4,20,48,36,73.7,54,79.36
11/13/2017,4443579,1,Louisiana Tech,96,7,7,16,9,1,8,17,51.7,28.599999999999998,82.39999999999999,56.699999999999996,76.96000000000001
11/18/2017,4447531,0,Montana St.,58,13,13,9,13,2,4,24,34.4,38.9,64.3,40.2,67.16
11/18/2017,4447531,1,Louisiana Tech,71,13,13,9,11,5,7,15,34.5,33.300000000000004,73.5,41.8,67.96000000000001
12/02/2017,4456369,0,Miles,55,10,10,6,18,4,1,21,37.3,15.4,56.2,39,74.04
12/02/2017,4456369,1,Louisiana Tech,106,12,12,21,15,7,8,16,57.099999999999994,50,72.39999999999999,67.5,78.76
12/06/2017,4458436,0,SFA,85,13,13,14,10,12,2,20,50,46.7,71.39999999999999,55.1,71.16
12/06/2017,4458436,1,Louisiana Tech,83,6,6,14,17,2,9,15,54.300000000000004,68.8,84.6,66.3,68.44
12/16/2017,4462630,0,Louisiana Tech,60,9,9,6,15,7,3,28,33.900000000000006,24,66.7,38.7,75.92
12/16/2017,4462630,1, Texas,75,4,4,14,18,4,7,17,49,42.9,61.8,55.1,77.96000000000001
12/22/2017,4465121,0,Purdue Fort Wayne,85,7,7,16,12,4,0,16,52.5,50,76.5,61,71.48
12/22/2017,4465121,1,Louisiana Tech,76,4,4,15,11,6,3,16,47.3,37,77.8,56.39999999999999,69.92
12/28/2017,4465782,0,Louisiana Tech,68,16,16,15,11,3,6,22,38.800000000000004,31.8,69.19999999999999,44,67.72
12/28/2017,4465782,1, Western Ky.,69,13,13,15,10,7,5,14,39.300000000000004,45.5,66.7,43.8,66.2
12/30/2017,4466978,0,Louisiana Tech,65,9,9,14,20,7,2,20,41.099999999999994,37.5,65,46.400000000000006,75.8
12/30/2017,4466978,1, Marshall,78,6,6,15,13,7,7,16,43.9,40,87,50.9,74.12
01/04/2018,4469069,0,UTSA,78,14,14,8,8,6,1,20,46.300000000000004,23.1,71.39999999999999,50.7,67.16
01/04/2018,4469069,1,Louisiana Tech,76,10,10,17,8,1,7,13,43.1,32,70.6,49.2,70.48
01/06/2018,4470656,0,UTEP,88,7,7,17,13,3,2,30,56.39999999999999,63.6,70.6,69.1,68.48
01/06/2018,4470656,1,Louisiana Tech,97,11,11,14,8,9,4,14,55.60000000000001,52.900000000000006,75.7,63.9,67.28
01/11/2018,4473205,0,Louisiana Tech,57,9,9,8,9,6,1,16,36.8,33.300000000000004,60,42.1,63.6
01/11/2018,4473205,1, Middle Tenn.,72,11,11,11,12,5,5,14,49.1,28.599999999999998,84.2,52.800000000000004,62.36
01/13/2018,4474553,0,Louisiana Tech,62,9,9,11,18,8,2,14,40,25,84.2,46,67.36
01/13/2018,4474553,1, UAB,74,10,10,19,13,7,1,19,53.400000000000006,40,46.2,58.599999999999994,66.72
01/18/2018,4476950,0,North Texas,65,12,12,16,12,6,2,25,35.5,31.2,61.1,43.5,69.92
01/18/2018,4476950,1,Louisiana Tech,66,8,8,11,18,5,7,20,40,36.4,66.7,48,71.88
01/20/2018,4478463,0,Rice,54,11,11,9,14,7,4,16,37.3,27.3,50,42.4,65.52000000000001
01/20/2018,4478463,1,Louisiana Tech,69,10,10,16,12,6,3,16,41.8,37.9,66.7,51.800000000000004,64.92
01/27/2018,4482562,0,Southern Miss.,66,10,10,12,9,3,2,18,37.9,33.300000000000004,65,45.7,65.8
01/27/2018,4482562,1,Louisiana Tech,89,7,7,21,9,4,4,13,56.10000000000001,50,52.400000000000006,68.4,68.24
02/10/2018,4492023,0,Old Dominion,82,7,7,22,12,11,3,13,56.599999999999994,50,66.7,66,65.92
02/10/2018,4492023,1,Louisiana Tech,69,12,12,18,20,4,4,18,43.9,43.3,75,55.300000000000004,68.52000000000001
02/15/2018,4495920,0,UAB,60,15,15,12,17,4,3,16,35.9,31.8,77.8,41.4,69.96
02/15/2018,4495920,1,Louisiana Tech,73,6,6,19,9,9,6,13,45,40.699999999999996,72.7,54.2,67.84
02/17/2018,4498892,0,Middle Tenn.,87,18,18,10,16,7,1,21,46.6,52.2,95.5,56.89999999999999,65.68
02/17/2018,4498892,1,Louisiana Tech,70,11,11,13,14,9,2,18,38,42.9,69,50,65.75999999999999
02/22/2018,4503019,0,Louisiana Tech,72,8,8,16,11,6,2,15,43.1,40,81.8,52.900000000000006,63.68
02/22/2018,4503019,1, UTEP,74,8,8,11,12,4,7,17,52.7,42.9,76.9,58.199999999999996,64.72
02/24/2018,4505697,0,Louisiana Tech,64,12,12,12,12,6,2,20,34.5,23.799999999999997,67.9,38.800000000000004,70.32
02/24/2018,4505697,1, UTSA,74,8,8,16,14,4,5,23,47.199999999999996,39.300000000000004,61.9,57.49999999999999,68.24000000000001
03/03/2018,4513073,0,Louisiana Tech,64,12,12,9,13,3,1,16,37.3,23.3,72.2,43.2,67.92
03/03/2018,4513073,1, Southern Miss.,72,3,3,15,12,7,4,19,52.1,42.1,73.7,60.4,65.36
03/07/2018,4518126,0,North Texas,68,5,5,14,11,6,5,20,46.7,33.300000000000004,76.9,53.300000000000004,62.44
03/07/2018,4518126,1,Louisiana Tech,62,10,10,9,11,5,2,23,42.9,28.599999999999998,58.8,46.400000000000006,64.48
03/08/2018,4520141,0,Old Dominion,58,11,11,14,9,4,2,14,37.7,30.3,40,45.9,61.2
03/08/2018,4520141,1,Louisiana Tech,62,9,9,15,10,4,7,11,40.8,31.6,84.2,46.9,58.36
11/17/2017,4446472,0,Omaha,78,22,22,14,10,12,4,17,36,33.300000000000004,70,41.3,78.4
11/17/2017,4446472,1,Louisville,87,18,18,14,17,6,15,13,46.400000000000006,25,86.4,49.3,77.68
11/21/2017,4449819,0,Southern Ill.,42,11,11,11,16,4,4,16,26.6,14.299999999999999,55.60000000000001,28.9,72.96
11/21/2017,4449819,1,Louisville,84,10,10,17,8,8,9,9,44.9,30.8,93.30000000000001,50.7,73.6
11/24/2017,4450895,0,Saint Francis (PA),72,12,12,11,19,2,1,17,45.5,47.599999999999994,70.6,54.50000000000001,69.48
11/24/2017,4450895,1,Louisville,84,13,13,16,9,5,7,13,48.4,36,76.5,55.50000000000001,67.48
11/28/2017,4453594,0,Louisville,57,11,11,10,14,6,1,23,31.7,33.300000000000004,78.60000000000001,36.5,72.16
11/28/2017,4453594,1, Purdue,66,9,9,9,11,5,5,16,33.300000000000004,21.7,71.89999999999999,37.7,73.08
12/03/2017,4456780,0,Seton Hall,79,13,13,10,12,11,1,17,45.6,28.599999999999998,57.9,50,75.36
12/03/2017,4456780,1,Louisville,77,9,9,8,16,7,7,16,49.1,30.4,73.7,55.300000000000004,72.36
12/06/2017,4458677,0,Siena,60,18,18,6,21,8,1,16,31.1,50,66.7,37.7,73.24
12/06/2017,4458677,1,Louisville,86,13,13,11,16,11,15,19,50,36.8,78.9,55.50000000000001,75.36
12/16/2017,4464696,0,Memphis,81,14,14,16,11,8,14,20,45.9,53.800000000000004,91.7,57.4,63.28
12/16/2017,4464696,1,Louisville,72,15,15,10,12,6,5,13,45,36.4,77.8,48.3,64.92
01/02/2018,4467991,0,Pittsburgh,51,4,4,8,15,6,2,22,34.699999999999996,24,61.1,40.8,67.92
01/02/2018,4467991,1,Louisville,77,9,9,11,10,10,4,21,50,29.4,61.5,54.50000000000001,68.44
01/13/2018,4474414,0,Virginia Tech,86,10,10,11,19,7,0,18,49.2,36.4,81.8,55.7,79.68
01/13/2018,4474414,1,Louisville,94,11,11,17,16,11,7,17,52.5,56.49999999999999,73.1,63.6,75.44
01/16/2018,4475922,0,Louisville,82,10,10,14,16,6,4,12,49.2,35,88.2,54.900000000000006,74.48
01/16/2018,4475922,1, Notre Dame,78,26,26,17,18,9,3,15,38,28.9,63.6,44.9,75.84
01/24/2018,4480555,0,Louisville,75,12,12,8,11,9,10,22,41.5,22.7,64,45.4,75
01/24/2018,4480555,1, Miami (FL),78,18,18,13,14,8,7,19,36.9,27.3,71,41.5,74.64
01/27/2018,4482629,0,Wake Forest,77,11,11,12,20,4,2,17,47.5,38.9,75,53.300000000000004,77.04
01/27/2018,4482629,1,Louisville,96,9,9,20,7,12,5,13,50.7,40,82.39999999999999,57.699999999999996,76.48
01/31/2018,4484264,0,Louisville,64,6,6,11,13,2,1,11,50,44.4,100,57.99999999999999,59.64
01/31/2018,4484264,1, Virginia,74,6,6,13,7,6,0,9,53.7,56.2,77.8,62,58.96
02/05/2018,4487880,0,Syracuse,78,9,9,9,8,4,0,19,47.199999999999996,46.2,75.9,52.800000000000004,64.76
02/05/2018,4487880,1,Louisville,73,8,8,17,11,3,1,20,46.2,23.799999999999997,76.9,51,66.44
