date,game_id,home_team_fl,team,PTS,ORebs,DRebs,AST,TO,STL,BLK,Fouls,fg_pct,three_pt_pct,ft_pct,efg,pace
11/10/2017,4441110,0,UMBC,67,10,10,11,14,6,1,26,42,32,70.8,50,64.56
11/10/2017,4441110,1,SMU,78,11,11,14,11,4,6,22,46.800000000000004,34.8,74.3,55.300000000000004,62.4
11/22/2017,4450500,0,UNI,61,9,9,10,18,3,4,12,47.9,36.4,63.6,56.2,61.84
11/22/2017,4450500,1,SMU,58,10,10,14,12,5,5,13,39,28.599999999999998,66.7,44.1,64.96000000000001
11/24/2017,4450897,0,Western Ky.,61,12,12,16,21,8,7,12,44.6,44.4,50,51.800000000000004,67.64
11/24/2017,4450897,1,SMU,63,6,6,13,13,11,4,11,45.5,33.300000000000004,58.3,50.9,67.28
11/28/2017,4453528,0,UTRGV,64,8,8,16,15,1,6,24,41.8,46.2,54.50000000000001,52.7,66.84
11/28/2017,4453528,1,SMU,95,11,11,21,7,6,1,13,55.00000000000001,52.900000000000006,76.9,62.5,67.44
12/02/2017,4456522,0,Southern California,55,10,10,13,17,7,4,14,42.6,29.4,66.7,47.9,60.6
12/02/2017,4456522,1,SMU,72,12,12,16,11,10,1,15,50.9,50,43.5,58.5,62.12
12/05/2017,4457983,0,SMU,83,11,11,20,15,12,1,29,51.7,28.599999999999998,73.9,56.89999999999999,72.12
12/05/2017,4457983,1, TCU,94,10,10,21,20,7,3,18,56.49999999999999,50,81.10000000000001,69.6,72.28
12/27/2017,4465532,0,UCF,51,16,16,9,19,4,3,15,37,41.699999999999996,42.9,41.699999999999996,63.16
12/27/2017,4465532,1,SMU,56,13,13,17,15,11,7,15,41.8,31.6,50,47.3,60.52
12/31/2017,4467332,0,South Fla.,39,9,9,8,21,6,3,20,28.000000000000004,15.8,66.7,31,67.28
12/31/2017,4467332,1,SMU,79,14,14,18,13,13,4,15,48.3,40,68.2,55.2,66.68
01/04/2018,4469437,0,SMU,70,11,11,10,9,10,2,18,43.9,45.5,68.2,48.199999999999996,64.68
01/04/2018,4469437,1, Tulane,73,7,7,15,14,5,5,16,49,31.8,90,56.10000000000001,64.8
01/10/2018,4472701,0,Temple,66,12,12,14,14,3,3,21,42.9,37.5,64.3,50.9,64.16
01/10/2018,4472701,1,SMU,64,10,10,13,7,9,3,13,41.8,33.300000000000004,52.900000000000006,50,59.480000000000004
01/17/2018,4476320,0,SMU,83,3,3,10,8,8,0,15,63.800000000000004,50,75,75.5,59.04
01/17/2018,4476320,1, Wichita St.,78,11,11,24,9,3,2,16,53.6,36.7,58.3,63.4,59.28
01/20/2018,4478407,0,Tulane,62,6,6,15,14,2,3,15,41.699999999999996,41.4,71.39999999999999,54.2,62.16
01/20/2018,4478407,1,SMU,73,9,9,13,6,9,3,15,46.400000000000006,26.700000000000003,85,50,61.8
01/25/2018,4480913,0,SMU,52,14,14,9,10,2,3,16,28.1,25,86.7,34.2,59.6
01/25/2018,4480913,1, UConn,63,10,10,13,9,4,5,16,41.199999999999996,34.599999999999994,66.7,50,57.92
02/01/2018,4484840,0,SMU,67,14,14,9,9,8,3,21,38.5,33.300000000000004,55.60000000000001,47.699999999999996,63.959999999999994
02/01/2018,4484840,1, Tulsa,76,13,13,14,9,4,0,10,40.699999999999996,34.599999999999994,82.1,49.1,62.31999999999999
02/17/2018,4517200,0,SMU,37,11,11,5,13,7,3,15,25.6,13.3,68.4,27.900000000000002,53.36
02/17/2018,4517200,1, UCF,52,4,4,9,13,4,1,16,37.8,38.9,78.60000000000001,45.6,60.16
02/24/2018,4504758,0,Wichita St.,84,17,17,19,16,4,3,18,48.199999999999996,45.800000000000004,82.6,57.99999999999999,65.12
02/24/2018,4504758,1,SMU,78,8,8,15,11,7,1,21,45.1,48.4,77.3,59.8,63.68
03/04/2018,4514240,0,SMU,54,14,14,9,8,9,3,16,38.7,14.799999999999999,16.7,41.9,61.28
03/04/2018,4514240,1, South Fla.,65,11,11,18,13,4,2,13,46.2,36.4,69.19999999999999,53.800000000000004,59.72
03/08/2018,4518561,0,UConn,80,10,10,12,10,7,2,13,45.6,37,78.3,54.400000000000006,67.12
03/08/2018,4518561,1,SMU,73,14,14,11,14,6,4,22,46.7,25,68.4,50,68.36
11/10/2017,4443389,0,South Alabama,50,13,13,6,24,9,2,22,30.4,35,50,38,70.2
11/10/2017,4443389,1, Texas Tech,75,12,12,15,18,11,3,19,48.199999999999996,25,72.7,52.7,71.68
11/13/2017,4443602,0,Mobile,49,12,12,5,14,6,0,23,31,33.300000000000004,50,34.5,67.92
11/13/2017,4443602,1,South Alabama,71,8,8,15,22,4,11,20,52.300000000000004,33.300000000000004,70.39999999999999,59.099999999999994,69.88
11/22/2017,4450443,0,Stetson,81,8,8,16,21,7,0,19,50.9,36,63.6,58.8,79.68
11/22/2017,4450443,1,South Alabama,77,13,13,15,15,8,5,17,40,30.3,61.1,47.099999999999994,79.92
11/29/2017,4454230,0,Southern Miss.,58,10,10,11,7,7,2,14,36.7,17.4,55.60000000000001,40,64.92
11/29/2017,4454230,1,South Alabama,69,5,5,15,11,3,8,17,47.9,37.9,66.7,59.4,61.92
12/21/2017,4464813,0,South Alabama,73,7,7,13,8,11,1,20,39.4,37,73.3,47,73.6
12/21/2017,4464813,1, Tulane,77,9,9,18,15,6,9,16,43.1,36.4,79.2,50,74.56
01/04/2018,4469219,0,South Alabama,69,8,8,13,15,6,4,16,42.6,34.599999999999994,93.30000000000001,50.9,67.6
01/04/2018,4469219,1, Texas St.,72,15,15,20,14,6,2,16,45.2,31.8,75,50.8,66.28
01/06/2018,4470486,0,South Alabama,67,13,13,12,16,5,5,22,31.8,26.3,57.699999999999996,39.4,80.44
01/06/2018,4470486,1, UT Arlington,91,14,14,16,17,9,3,23,48.4,29.2,66.7,53.900000000000006,81.52
01/09/2018,4472017,0,Trinity Baptist,34,6,6,2,22,3,3,17,24,11.799999999999999,57.099999999999994,26,72.16
01/09/2018,4472017,1,South Alabama,99,13,13,22,10,10,8,15,57.99999999999999,33.300000000000004,64.7,63.800000000000004,73.48
01/13/2018,4474351,0,Troy,79,7,7,10,12,3,4,24,46.400000000000006,27.3,84,51.800000000000004,72
01/13/2018,4474351,1,South Alabama,64,8,8,5,12,2,1,22,42.3,11.1,56.2,44.2,70.08
02/03/2018,4486464,0,South Alabama,63,8,8,6,14,6,1,21,38.5,25,82.6,42.3,68.12
02/03/2018,4486464,1, Troy,80,13,13,16,11,5,7,18,41.9,30.3,81.8,50,69.68
03/07/2018,4517902,0,Troy,62,13,13,9,16,5,3,20,33.900000000000006,17.4,76.9,37.5,70.44
03/07/2018,4517902,1,South Alabama,69,19,19,14,13,6,5,21,37.5,30,60,42.199999999999996,69
11/10/2017,4443416,0,South Carolina,73,12,12,17,14,5,3,17,46.300000000000004,47.8,75,56.49999999999999,63.04
11/10/2017,4443416,1, Wofford,52,8,8,7,13,3,0,16,34.699999999999996,31.6,75,40.8,61.04
11/13/2017,4443638,0,Western Mich.,60,8,8,12,11,10,6,24,36.199999999999996,23.799999999999997,52,40.5,72
11/13/2017,4443638,1,South Carolina,78,13,13,12,14,4,3,18,45.6,39.1,60.699999999999996,53.5,70.32
11/17/2017,4445634,0,UTEP,80,13,13,19,17,8,2,20,46.6,33.300000000000004,78.3,53.400000000000006,72.12
11/17/2017,4445634,1,South Carolina,56,6,6,12,23,8,6,24,42.199999999999996,38.5,65,47.8,70.8
11/19/2017,4448065,0,Western Mich.,79,12,12,13,12,8,3,19,45.6,33.300000000000004,63.3,52.6,70.2
11/19/2017,4448065,1,South Carolina,66,6,6,9,22,9,1,24,47.699999999999996,38.1,76.2,56.8,69.24000000000001
11/30/2017,4455074,0,Temple,60,13,13,9,17,7,4,14,37.9,28.599999999999998,83.3,43.1,67.28
11/30/2017,4455074,1,South Carolina,76,15,15,11,14,12,8,13,48.3,23.5,66.7,51.7,68.24
12/06/2017,4458482,0,Wyoming,64,7,7,14,18,7,3,22,33.900000000000006,24,76.9,39.300000000000004,78.44
12/06/2017,4458482,1,South Carolina,80,10,10,17,17,7,4,21,45.2,34.8,55.2,51.6,81.76
12/27/2017,4465522,0,Limestone,45,10,10,4,17,7,4,17,25,27.3,44.800000000000004,30.8,71.76
12/27/2017,4465522,1,South Carolina,74,15,15,14,12,3,4,21,38.2,38.1,70,44.1,73.8
01/06/2018,4470845,0,Vanderbilt,60,9,9,10,19,7,4,31,35.199999999999996,27.6,70,42.6,72.8
01/06/2018,4470845,1,South Carolina,71,11,11,8,12,7,4,17,38.9,28.599999999999998,64.1,42.6,72.16
01/20/2018,4478497,0,Tennessee,70,4,4,10,13,8,7,21,57.49999999999999,45.5,79.2,63.800000000000004,59.56
01/20/2018,4478497,1,South Carolina,63,15,15,13,14,6,1,19,36.7,43.5,63,46.9,59.88
01/27/2018,4481761,0,Texas Tech,70,10,10,10,15,7,5,24,42.6,43.8,82.1,50,64.32
01/27/2018,4481761,1,South Carolina,63,14,14,13,16,6,0,27,37.3,19.2,74.1,42.199999999999996,64.88
02/03/2018,4486823,0,South Carolina,60,22,22,12,12,4,2,20,27.500000000000004,28.000000000000004,83.3,32.6,66.92
02/03/2018,4486823,1, Texas A&M,83,9,9,20,11,11,11,14,52.7,35,75,59.099999999999994,67.56
02/13/2018,4494514,0,South Carolina,67,7,7,13,12,4,2,23,44,30,81,50,64.24000000000001
02/13/2018,4494514,1, Tennessee,70,10,10,12,15,6,4,17,48,33.300000000000004,63.6,56.00000000000001,64.68
11/10/2017,4443399,0,South Carolina St.,50,4,4,7,14,7,0,19,33.900000000000006,33.300000000000004,66.7,39.300000000000004,69.96000000000001
11/10/2017,4443399,1, Wisconsin,85,8,8,18,13,7,3,9,57.099999999999994,43.5,61.1,66.10000000000001,68.92
11/14/2017,4444338,0,South Carolina St.,54,16,16,8,24,9,3,27,29.799999999999997,9.1,59.4,30.7,79.08
11/14/2017,4444338,1, Yale,86,19,19,17,22,9,4,24,43.9,35.099999999999994,65.7,55.300000000000004,75.4
11/17/2017,4446462,0,South Carolina St.,68,12,12,11,10,7,2,19,39.4,42.1,66.7,45.1,71.64
11/17/2017,4446462,1, UCLA,96,19,19,20,12,6,8,15,55.2,37,50,62.7,70.56
11/26/2017,4554599,0,South Carolina St.,61,16,16,10,19,8,3,22,32.800000000000004,23.5,63,36.1,75.88
11/26/2017,4554599,1, Winthrop,86,14,14,17,16,7,5,21,45.5,37.5,77.3,52.300000000000004,77.68
11/28/2017,4453530,0,Morris,91,11,11,19,16,9,3,30,47.8,40,58.599999999999994,53.6,86.76
11/28/2017,4453530,1,South Carolina St.,100,14,14,25,20,4,6,24,52.400000000000006,40,66.7,58.699999999999996,86.16
12/07/2017,4458887,0,Brevard,65,7,7,11,23,5,2,14,40.699999999999996,41.699999999999996,73.3,50,76.6
12/07/2017,4458887,1,South Carolina St.,93,9,9,20,19,7,2,17,61,47.8,76.9,70.3,74.72
12/21/2017,4516322,0,South Carolina St.,64,7,7,11,11,5,0,22,37.5,36.4,87.5,44.6,67.03999999999999
12/21/2017,4516322,1, UCF,89,9,9,19,10,7,8,15,59.3,38.9,60,65.7,68.2
01/15/2018,4475580,0,UMES,62,8,8,11,13,1,1,20,42.9,38.1,60,50,65.4
01/15/2018,4475580,1,South Carolina St.,66,13,13,10,7,3,5,13,42.1,27.800000000000004,68.4,46.5,59.36
11/11/2017,4442158,0,Mayville St.,59,12,12,12,11,1,1,18,30.599999999999998,34.5,71.39999999999999,37.5,74.08
11/11/2017,4442158,1,South Dakota,87,13,13,15,11,9,7,13,48.5,33.300000000000004,68.4,54.400000000000006,74.36
11/15/2017,4444824,0,South Dakota,71,6,6,18,13,8,5,14,45.9,33.300000000000004,70,52.5,72.4
11/15/2017,4444824,1, TCU,76,9,9,20,16,9,5,9,46.6,40.9,86.7,54.300000000000004,71.6
11/20/2017,4449122,0,Mt. Marty,54,6,6,10,12,3,1,15,34.5,28.999999999999996,55.60000000000001,42.199999999999996,67.96000000000001
11/20/2017,4449122,1,South Dakota,93,13,13,15,8,8,2,9,57.699999999999996,37.5,55.60000000000001,62,69.96
11/24/2017,4450852,0,Southern Miss.,71,7,7,12,11,7,1,22,45.9,26.3,62.5,50,72.04
11/24/2017,4450852,1,South Dakota,84,9,9,15,15,3,0,20,54,41.199999999999996,79.3,61,68.75999999999999
11/26/2017,4452225,0,Youngstown St.,53,9,9,13,19,4,2,18,37.7,15.8,62.5,40.6,70.03999999999999
11/26/2017,4452225,1,South Dakota,81,10,10,17,16,6,0,20,54.400000000000006,52.6,64.3,63.2,69.16
11/30/2017,4454858,0,South Dakota,82,12,12,14,12,5,0,20,46.800000000000004,26.700000000000003,74.1,50,73.88
11/30/2017,4454858,1, UMKC,63,3,3,7,13,5,4,25,37.5,21.4,71.39999999999999,42.9,75.24
12/19/2017,4464416,0,South Dakota,82,13,13,11,15,5,0,21,41.4,30.3,70,48.6,80.8
12/19/2017,4464416,1, UCLA,85,7,7,22,13,6,7,18,45.5,32,68,51.5,83
12/21/2017,4464969,0,Northland,42,11,11,6,15,6,0,17,26.8,20.599999999999998,41.699999999999996,33,65.28
12/21/2017,4464969,1,South Dakota,88,6,6,16,10,5,8,6,60,42.1,83.3,68,64.56
01/03/2018,4468570,0,Western Ill.,50,8,8,6,15,5,1,24,32.7,16.7,62.5,36.4,69.03999999999999
01/03/2018,4468570,1,South Dakota,62,15,15,5,10,7,1,16,33.300000000000004,15,67.7,36,65.64
01/24/2018,4480486,0,South Dakota St.,68,4,4,14,11,5,4,11,40.300000000000004,36.7,50,49.2,75.16
01/24/2018,4480486,1,South Dakota,87,9,9,15,7,5,1,13,49.3,41.699999999999996,77.8,56.3,72.96
02/01/2018,4484875,0,South Dakota,80,10,10,10,10,8,1,16,47.5,38.1,70,54.1,69.8
02/01/2018,4484875,1, Western Ill.,54,5,5,6,12,6,3,17,29.799999999999997,31.6,77.8,35.099999999999994,71.92
02/11/2018,4493245,0,Peru St.,55,12,12,8,19,4,2,17,33.900000000000006,30.4,100,39.5,71.64
02/11/2018,4493245,1,South Dakota,98,8,8,19,8,8,0,7,58.5,45,76.5,65.4,72.48
02/22/2018,4502960,0,South Dakota,72,8,8,9,10,4,1,21,44.3,42.9,75,51.6,68.28
02/22/2018,4502960,1, South Dakota St.,76,14,14,14,13,4,2,16,44.3,37,70.6,52.5,67.48
03/06/2018,4517163,0,South Dakota St.,87,12,12,10,7,5,6,23,37.8,37.9,90.9,45.300000000000004,78.68
03/06/2018,4517163,1,South Dakota,97,7,7,13,8,1,2,19,47.699999999999996,50,80.80000000000001,58.5,77.44
11/10/2017,4443375,0,UC Irvine,54,16,16,8,18,4,2,24,37.9,26.3,41.699999999999996,42.199999999999996,65.28
11/10/2017,4443375,1,South Dakota St.,65,12,12,14,8,4,5,16,29.799999999999997,40,73.9,42.1,63.120000000000005
11/12/2017,4443224,0,Mary,54,9,9,4,14,3,1,26,28.299999999999997,22.2,69,32.1,70.76
11/12/2017,4443224,1,South Dakota St.,78,13,13,15,13,3,4,23,42.9,34.8,68.8,50,70.08
11/20/2017,4448918,0,Wyoming,65,6,6,11,23,6,2,24,37,36,73.3,46.7,76.2
11/20/2017,4448918,1,South Dakota St.,77,8,8,12,17,8,0,24,41.699999999999996,26.700000000000003,76,48.3,80
11/26/2017,4453086,0,Dakota St.,60,4,4,12,6,6,0,15,34.8,32.4,60,43.2,70.2
11/26/2017,4453086,1,South Dakota St.,92,8,8,17,8,5,2,9,55.60000000000001,42.9,72.2,62.7,70.92
12/05/2017,4457924,0,South Dakota St.,85,6,6,17,12,3,3,25,50,48.3,65,62.1,72.8
12/05/2017,4457924,1, Wichita St.,95,10,10,22,10,5,4,20,54.7,34.5,62.5,62.5,74.56
12/08/2017,4459370,0,Concordia (NE),67,4,4,13,20,2,2,12,42.4,35.099999999999994,100,53.400000000000006,76.75999999999999
12/08/2017,4459370,1,South Dakota St.,103,6,6,22,9,11,3,10,54.400000000000006,56.699999999999996,85.7,66.9,77.16
12/22/2017,4465171,0,South Dakota St.,85,5,5,15,11,6,1,20,50.8,48,57.9,60.699999999999996,75.36
12/22/2017,4465171,1, UMKC,60,7,7,7,15,4,0,21,32.800000000000004,28.000000000000004,68.2,38.800000000000004,75.68
12/30/2017,4466554,0,Presentation,68,12,12,6,9,4,1,19,38,29.2,87.5,43,71.52
12/30/2017,4466554,1,South Dakota St.,111,8,8,21,7,4,2,12,64.5,60.9,70.8,75.8,71.56
01/20/2018,4478594,0,South Dakota St.,98,6,6,17,7,7,2,15,50,50,90,60.6,75.8
01/20/2018,4478594,1, Western Ill.,70,4,4,8,11,2,4,14,43.5,46.7,64.3,49.2,75.16
02/17/2018,4497455,0,Western Ill.,62,4,4,6,8,3,2,18,40.699999999999996,22.2,66.7,44.1,69.6
02/17/2018,4497455,1,South Dakota St.,82,6,6,9,4,5,4,15,44.4,29.2,76,50,72
03/03/2018,4513197,0,Western Ill.,60,4,4,6,10,4,7,22,44.6,26.700000000000003,60,48.199999999999996,66.4
03/03/2018,4513197,1,South Dakota St.,66,14,14,7,6,3,1,12,32.800000000000004,25,68,38.3,67
11/15/2017,4444837,0,South Fla.,75,7,7,15,13,3,1,13,52.1,45.5,71.39999999999999,62.5,63.24
11/15/2017,4444837,1, Stetson,72,4,4,20,4,6,3,20,45.300000000000004,27.3,100,52.300000000000004,66.2
01/07/2018,4471036,0,South Fla.,57,10,10,7,18,6,4,15,36.4,40,64.7,41.8,70.48
01/07/2018,4471036,1, Wichita St.,95,9,9,28,12,8,8,17,62.7,60,52.900000000000006,72.89999999999999,69.48
01/20/2018,4478478,0,UCF,71,7,7,9,10,4,1,15,53.1,46.2,59.099999999999994,59.199999999999996,61.68
01/20/2018,4478478,1,South Fla.,69,11,11,15,11,2,1,22,41.4,38.9,87.5,47.4,65.04
01/25/2018,4481004,0,South Fla.,80,11,11,12,13,6,1,20,49,42.9,62.2,58.199999999999996,67.28
01/25/2018,4481004,1, Tulane,75,11,11,15,9,5,3,25,41.3,32.1,70,48.4,69.8
02/04/2018,4487286,0,Tulsa,63,18,18,10,11,8,5,12,29.099999999999998,28.599999999999998,85.2,36.4,59.879999999999995
02/04/2018,4487286,1,South Fla.,54,9,9,12,14,7,6,19,39.2,38.1,54.50000000000001,47.099999999999994,60.84
02/07/2018,4488891,0,South Fla.,65,15,15,11,11,4,1,16,37.7,20.8,93.30000000000001,41.8,63.599999999999994
02/07/2018,4488891,1, UConn,68,5,5,10,11,4,5,17,54.300000000000004,25,63.6,58.699999999999996,61.68
02/10/2018,4490998,0,Temple,73,11,11,14,14,9,1,19,50,40.9,44.4,57.99999999999999,66.92
02/10/2018,4490998,1,South Fla.,55,7,7,10,18,4,2,15,42,27.800000000000004,61.5,47,66.72
02/14/2018,4495150,0,South Fla.,57,6,6,11,8,1,0,18,44,43.8,75,51,55.52
02/14/2018,4495150,1, UCF,72,3,3,12,7,3,2,12,52.2,50,78.9,62,58.36
02/18/2018,4499595,0,South Fla.,61,7,7,10,15,6,3,19,37.7,38.1,92.9,45.300000000000004,67.16
02/18/2018,4499595,1, Tulsa,73,13,13,14,12,8,3,15,41.4,30.8,77.3,48.3,66.68
02/24/2018,4504461,0,Tulane,79,12,12,20,6,4,6,17,52.400000000000006,23.5,75,55.60000000000001,62.28
02/24/2018,4504461,1,South Fla.,68,11,11,11,12,4,1,14,43.1,44.4,72.7,51,61.68
11/10/2017,4440940,0,Mo. Baptist,69,11,11,10,18,3,4,16,50,34.8,56.49999999999999,58.3,65.12
11/10/2017,4440940,1,Southeast Mo. St.,81,8,8,17,13,7,2,18,50,40,90.5,57.4,68.24000000000001
11/28/2017,4453538,0,Hannibal-La Grange,59,9,9,13,18,5,6,19,43.1,22.2,41.699999999999996,46.6,72.28
11/28/2017,4453538,1,Southeast Mo. St.,83,10,10,14,10,10,3,12,49.2,31.6,71.39999999999999,54,72.24
12/06/2017,4458514,0,UMKC,87,16,16,17,9,4,6,25,43.1,44.1,71.39999999999999,53.5,71.16
12/06/2017,4458514,1,Southeast Mo. St.,91,11,11,21,10,3,5,15,48.3,54.50000000000001,76.7,58.599999999999994,70.2
12/09/2017,4460332,0,Southeast Mo. St.,75,7,7,9,11,8,0,20,44,46.2,63.3,56.00000000000001,67.2
12/09/2017,4460332,1, Southern Ill.,69,14,14,15,15,3,6,23,39.7,39.300000000000004,53.300000000000004,48.4,70.6
12/31/2017,4467433,0,Tennessee St.,65,5,5,8,10,7,2,20,42.9,36.4,81.8,50,65.84
12/31/2017,4467433,1,Southeast Mo. St.,77,10,10,15,14,5,4,15,45.300000000000004,34.300000000000004,85,56.599999999999994,65.8
01/25/2018,4480996,0,Southeast Mo. St.,65,4,4,11,11,8,1,15,42.9,38.5,65,53.1,64.8
01/25/2018,4480996,1, Tennessee Tech,76,16,16,18,15,6,5,15,46,32,90.9,52.400000000000006,66.84
02/10/2018,4493819,0,Southeast Mo. St.,81,8,8,15,17,7,0,14,54.50000000000001,37,73.3,63.6,70.6
02/10/2018,4493819,1, UT Martin,77,9,9,18,17,7,4,11,52.5,34.8,58.3,59.3,72.28
02/24/2018,4505389,0,UT Martin,72,4,4,6,12,3,2,18,43.9,35,93.8,50,72.04
02/24/2018,4505389,1,Southeast Mo. St.,66,10,10,15,15,5,2,18,37.9,35.3,52.6,48.3,71.36
11/10/2017,4440955,0,Centenary (LA),67,6,6,11,25,9,2,28,47.099999999999994,41.199999999999996,75,53.900000000000006,77.03999999999999
11/10/2017,4440955,1,Southeastern La.,99,12,12,18,21,12,7,17,53.7,47.599999999999994,79.5,63,80.16
11/13/2017,4443603,0,Southeastern La.,66,20,20,6,14,7,1,25,35.4,30,50,40,71.32
11/13/2017,4443603,1, Tulane,89,11,11,19,18,8,10,22,59.599999999999994,47.099999999999994,65.5,67.30000000000001,71.76
11/19/2017,4448084,0,Southeastern La.,50,15,15,7,21,5,0,13,32.7,6.7,65.2,33.7,68.12
11/19/2017,4448084,1, Valparaiso,83,9,9,19,15,9,2,20,55.2,35.699999999999996,90,63.800000000000004,68.4
11/28/2017,4453523,0,Loyola (LA),53,12,12,5,26,10,4,23,34.599999999999994,23.5,68.4,38.5,74.36
11/28/2017,4453523,1,Southeastern La.,80,15,15,12,19,10,6,18,45,39.300000000000004,55.60000000000001,54.2,75.88
12/12/2017,4461426,0,Southeastern La.,53,7,7,14,12,8,3,17,35.8,31.8,61.5,42.5,63.72
12/12/2017,4461426,1, UCF,61,8,8,7,11,5,6,17,44,13.3,75,46,61.8
12/14/2017,4462866,0,Southern-N.O.,77,4,4,4,20,3,4,19,46.800000000000004,40.699999999999996,53.300000000000004,55.60000000000001,84.6
12/14/2017,4462866,1,Southeastern La.,106,18,18,22,15,10,3,15,50.6,36.4,73.7,58.199999999999996,84.36
11/19/2017,4448458,0,Southern California,93,5,5,8,6,3,4,26,49.3,46.2,93.8,58.199999999999996,75.04
11/19/2017,4448458,1, Vanderbilt,89,9,9,14,16,4,0,21,50.9,47.8,71.39999999999999,60.5,76.32
11/26/2017,4452486,0,Texas A&M,75,15,15,15,14,6,7,14,44.3,29.4,72.7,47.9,73.84
11/26/2017,4452486,1,Southern California,59,16,16,11,12,6,6,14,28.199999999999996,25.900000000000002,70.6,33.1,74.48
12/17/2017,4463276,0,UC Santa Barbara,87,7,7,20,7,6,3,19,49.2,41.4,78.60000000000001,58.5,71.16
12/17/2017,4463276,1,Southern California,98,15,15,28,10,5,2,16,56.699999999999996,50,56.2,66.4,69.04
12/29/2017,4466237,0,Washington,88,4,4,20,16,3,2,18,67.30000000000001,50,54.50000000000001,74.5,71.84
12/29/2017,4466237,1,Southern California,81,12,12,19,9,6,0,16,48.4,15,85.7,50.8,68.24
12/31/2017,4467405,0,Washington St.,71,8,8,14,17,8,2,17,39.7,38.2,66.7,50.9,74.92
12/31/2017,4467405,1,Southern California,89,11,11,23,11,10,5,18,54.50000000000001,25,63.2,58.3,74.36
01/07/2018,4471081,0,Southern California,76,13,13,13,10,7,3,13,46.400000000000006,38.1,66.7,52.2,68.64
01/07/2018,4471081,1, Stanford,77,13,13,14,11,6,3,10,49.2,22.7,66.7,53.2,67.6
01/14/2018,4475367,0,Utah,67,8,8,16,17,2,3,18,46.9,41.699999999999996,57.9,57.099999999999994,66.36
01/14/2018,4475367,1,Southern California,84,13,13,19,7,5,3,18,43.3,48.3,66.7,53.7,68.92
01/24/2018,4480582,0,Stanford,64,8,8,11,16,4,2,13,44,31.6,73.7,50,66.36
01/24/2018,4480582,1,Southern California,69,9,9,20,7,9,5,14,46.2,25,50,50,66.52
02/03/2018,4486707,0,Southern California,79,14,14,18,7,8,1,14,42.9,30,76.9,49.3,68.72
02/03/2018,4486707,1, UCLA,82,7,7,19,12,3,4,13,50.9,46.2,70.6,61.4,69.48
02/24/2018,4504874,0,Southern California,74,6,6,10,11,12,5,16,50.9,31.8,69.19999999999999,56.99999999999999,67.72
02/24/2018,4504874,1, Utah,58,8,8,9,15,8,1,15,40.699999999999996,23.799999999999997,75,45.4,66.28
03/03/2018,4513509,0,UCLA,83,7,7,16,10,2,6,20,50.8,48.1,71.39999999999999,61.9,68.16
03/03/2018,4513509,1,Southern California,72,9,9,11,5,4,4,16,40,26.3,78.9,43.8,69.36
03/13/2018,4525514,0,UNC Asheville,98,10,10,19,17,11,5,18,46.7,45.2,77.8,56.00000000000001,89.92
03/13/2018,4525514,1,Southern California,103,14,14,16,16,5,2,13,51.300000000000004,40.699999999999996,52.2,58.3,90.12
03/19/2018,4532425,0,Western Ky.,79,9,9,13,12,6,2,16,53.6,33.300000000000004,94.1,56.2,66.48
03/19/2018,4532425,1,Southern California,75,12,12,20,8,6,1,14,46.800000000000004,37.5,42.1,54,66.36
11/10/2017,4554592,0,Southern Ill.,81,11,11,13,18,11,3,25,52.5,41.199999999999996,76.9,58.199999999999996,73.72
11/10/2017,4554592,1, Winthrop,66,8,8,10,15,9,1,15,40.699999999999996,25,66.7,44.4,72.88
11/18/2017,4447513,0,Ill.-Springfield,64,8,8,8,12,7,4,24,39,33.300000000000004,76.9,45.800000000000004,68.72
11/18/2017,4447513,1,Southern Ill.,69,9,9,13,14,6,8,14,43.4,33.300000000000004,66.7,50,68.56
12/28/2017,4465731,0,Southern Ill.,56,7,7,10,9,3,3,14,43.1,42.9,30,52,57.4
12/28/2017,4465731,1, UNI,53,8,8,7,10,4,1,14,38.9,25,75,43.5,59.52
01/06/2018,4470410,0,Southern Ill.,72,11,11,21,13,10,4,22,42.6,36.8,72.2,48.4,70.92
01/06/2018,4470410,1, Valparaiso,83,10,10,22,16,7,3,18,49.1,55.60000000000001,76,58.199999999999996,72
01/21/2018,4478895,0,UNI,53,6,6,8,13,8,0,12,34.5,26.700000000000003,77.8,41.8,65.96000000000001
01/21/2018,4478895,1,Southern Ill.,64,5,5,12,11,10,3,14,50,47.099999999999994,44.4,57.699999999999996,61.96
02/03/2018,4486643,0,Valparaiso,59,7,7,13,17,4,2,23,49,31.6,45.5,55.1,63.84
02/03/2018,4486643,1,Southern Ill.,65,8,8,7,11,10,1,17,49,20,58.3,52,62.56
11/10/2017,4443102,0,Southern-N.O.,69,10,10,12,19,7,2,35,35.4,28.9,57.099999999999994,43.8,83.24
11/10/2017,4443102,1,Southern Miss.,79,12,12,13,18,6,1,24,41.5,29.4,66.7,46.2,78.8
11/20/2017,4449083,0,Blue Mountain (MS),46,3,3,6,17,2,0,15,32.7,23.1,46.2,38.5,71.72
11/20/2017,4449083,1,Southern Miss.,90,7,7,19,6,7,1,15,53,50,64.3,61.4,71.16
11/25/2017,4451675,0,Youngstown St.,71,5,5,20,12,6,3,20,42.1,39.1,66.7,50,73.24
11/25/2017,4451675,1,Southern Miss.,64,14,14,10,18,6,3,21,37.7,33.300000000000004,68,44.3,68
